store_id,reward_points
US96054305,19
US96054306,8
US96054310,4
US96054313,18
US96054316,90
US96054320,10
US96054323,18
US96054326,161
US96054341,58
US96054346,94
US96054349,26
US96054356,303
US96054362,18
US96054364,91
US96054367,181
US96054374,70
US96054375,15
US96054376,3
US96054379,253
US96054384,12
US96054388,154
US96054389,21
US96054390,4709
US96054398,15
US96054400,92
US96054403,88
US96054413,23
US96054418,357
US96054419,29
US96054427,200
US96054433,128
US96054439,215
US96054440,16
US96054442,10
US96054447,185
US96054462,35
US96054463,36
US96054473,12
US96054478,16
US96054481,85
US96054482,294
US96054483,64
US96054495,11
US96054498,13
US96054501,204
US96054518,12
US96054521,10
US96054523,109
US96054525,14
US96054528,85
US96054537,50
US96054539,198
US96054546,11
US96054551,183
US96054556,20
US96054558,10
US96054560,12
US96054561,15
US96054563,132
US96054569,11
US96054576,49
US96054577,1
US96054579,10
US96054580,68
US96054597,452
US96054611,63
US96054614,11
US96054615,78
US96054619,119
US96054631,17
US96054640,238
US96054644,51
US96054652,104
US96054666,82
US96054682,10
US96054696,20
US96054702,35
US96054703,10
US96054713,299
US96054714,62
US96054715,10
US96054717,123
US96054721,23
US96054724,366
US96054727,23
US96054730,183
US96054737,169
US96054746,14
US96054765,326
US96054770,327
US96054778,11
US96054783,75
US96054787,91
US96054790,10
US96054810,64
US96054811,11
US96054821,94
US96054824,79
US96054825,25
US96054830,23
US96054833,10
US96054843,51
US96054847,3309
US96054848,74
US96054855,125
US96054859,14
US96054861,11
US96054864,143
US96054871,10
US96054874,302
US96054880,43
US96054883,14
US96054886,137
US96054889,14
US96054900,82
US96054901,10
US96054903,11
US96054913,26
US96054928,88
US96054937,28
US96054939,112
US96054940,13
US96054948,13
US96054964,48
US96054966,81
US96054979,167
US96054982,13
US96054988,150
US96054989,1
US96054994,23
US96054995,22
US96054996,15
US96055000,83
US96055006,11
US96055009,52
US96055016,353
US96055018,12
US96055032,72
US96055033,94
US96055035,11
US96055037,13
US96055044,12
US96055049,12
US96055051,110
US96055061,10
US96055063,19
US96055066,76
US96055070,42
US96055075,11
US96055082,36
US96055086,236
US96055090,48
US96055091,73
US96055092,11
US96055093,11
US96055094,71
US96055095,13
US96055113,48
US96055114,70
US96055121,16
US96055122,14
US96055126,136
US96055127,11
US96055128,16
US96055130,75
US96055131,74
US96055136,85
US96055138,13
US96055146,30
US96055150,31
US96055152,9
US96055154,377
US96055165,77
US96055172,14
US96055188,19
US96055193,16
US96055206,25
US96055207,91
US96055212,106
US96055213,11
US96055218,10
US96055229,141
US96055249,12
US96055254,389
US96055260,18
US96055264,77
US96055266,11
US96055269,13
US96055272,11
US96055277,286
US96055283,26
US96055284,45
US96055285,17
US96055291,37
US96055292,343
US96055299,524
US96055304,11
US96055310,97
US96055313,24
US96055314,233
US96055320,86
US96055323,12
US96055325,17
US96055326,11
US96055362,24
US96055372,10
US96055376,13
US96055379,11
US96055381,13
US96055383,14
US96055384,2
US96055396,12
US96055401,12
US96055419,13
US96055421,10
US96055427,12
US96055428,26
US96055434,29
US96055435,13
US96055436,13
US96055442,11
US96055446,22
US96055451,136
US96055452,151
US96055458,14
US96055460,67
US96055462,166
US96055478,10
US96055483,13
US96055487,533
US96055488,453
US96055497,20
US96055501,12
US96055535,3068
US96055537,67
US96055541,23
US96055542,10
US96055543,413
US96055545,69
US96055546,70
US96055554,11
US96055556,38
US96055567,10
US96055575,259
US96055576,14
US96055579,1125
US96055580,25
US96055585,16
US96055596,121
US96055601,28
US96055609,11
US96055610,654
US96055621,10
US96055623,20
US96055629,13
US96055632,61
US96055633,37
US96055637,10
US96055639,131
US96055652,16
US96055657,10
US96055665,10
US96055671,14
US96055674,13
US96055675,75
US96055676,110
US96055677,13
US96055678,98
US96055679,34
US96055680,139
US96055685,114
US96055686,23
US96055687,72
US96055690,2
US96055699,13
US96055703,92
US96055708,33
US96055709,417
US96055715,60
US96055716,11
US96055717,96
US96055727,20
US96055732,55
US96055738,15
US96055749,100
US96055753,27
US96055759,314
US96055767,766
US96055775,35
US96055786,11
US96055787,419
US96055788,38
US96055792,22
US96055795,10
US96055801,51
US96055807,13
US96055808,22
US96055820,25
US96055821,240
US96055835,43
US96055837,10
US96055838,103
US96055839,110
US96055840,28
US96055841,27
US96055842,27
US96055846,16
US96055847,11
US96055850,69
US96055851,15
US96055853,114
US96055864,37
US96055869,13
US96055870,14
US96055871,150
US96055873,307
US96055875,33
US96055880,11
US96055881,12
US96055887,17
US96055896,11
US96055897,11
US96055905,176
US96055907,12
US96055910,64
US96055916,71
US96055919,36
US96055926,131
US96055934,117
US96055937,16
US96055939,60
US96055947,16
US96055948,31
US96055949,86
US96055955,12
US96055959,11
US96055961,70
US96055969,22
US96055977,61
US96055985,10
US96055990,14
US96055995,10
US96055997,13
US96055999,60
US96056000,15
US96056004,23
US96056012,61
US96056014,165
US96056020,123
US96056023,27
US96056031,15
US96056033,64
US96056034,34
US96056045,18
US96056049,37
US96056058,174
US96056061,15
US96056071,14
US96056078,15
US96056081,131
US96056090,93
US96056092,174
US96056095,27
US96056096,66
US96056099,19
US96056100,28
US96056101,11
US96056111,32
US96056119,113
US96056122,32
US96056123,10
US96056127,33
US96056140,19
US96056141,11
US96056144,20
US96056146,24
US96056147,14
US96056154,14
US96056161,13
US96056162,10
US96056165,80
US96056170,16
US96056185,250
US96056186,13
US96056187,10
US96056188,95
US96056189,70
US96056191,32
US96056195,13
US96056197,12
US96056200,35
US96056203,14
US96056204,14
US96056206,62
US96056208,23
US96056217,90
US96056229,32
US96056230,26
US96056242,10
US96056256,15
US96056257,10
US96056260,12
US96056263,19
US96056269,68
US96056272,14
US96056277,12
US96056281,30
US96056282,15
US96056287,32
US96056288,33
US96056291,79
US96056294,12
US96056296,86
US96056297,14
US96056298,238
US96056299,61
US96056300,85
US96056301,16
US96056302,12
US96056305,21
US96056306,252
US96056307,51
US96056309,23
US96056311,11
US96056312,222
US96056316,10
US96056319,84
US96056320,35
US96056323,10
US96056324,286
US96056326,3
US96056339,11
US96056340,11
US96056346,60
US96056349,775
US96056355,13
US96056368,11
US96056373,13
US96056379,84
US96056380,86
US96056382,64
US96056387,43
US96056392,177
US96056396,11
US96056406,18
US96056414,26
US96056417,106
US96056425,10
US96056430,9
US96056435,71
US96056440,17
US96056446,16
US96056447,78
US96056462,17
US96056468,10
US96056476,68
US96056478,35
US96056479,20
US96056482,37
US96056484,30
US96056485,187
US96056489,48
US96056491,13
US96056492,14
US96056493,14
US96056495,132
US96056498,13
US96056499,109
US96056500,26
US96056501,10
US96056505,75
US96056506,12
US96056507,98
US96056508,16
US96056511,131
US96056513,24
US96056514,99
US96056515,11
US96056516,64
US96056518,29
US96056519,10
US96056520,11
US96056522,43
US96056524,24
US96056525,60
US96056527,137
US96056528,439
US96056530,60
US96056542,34
US96056545,11
US96056546,108
US96056548,74
US96056553,12
US96056557,19
US96056561,66
US96056562,10
US96056563,105
US96056564,33
US96056565,85
US96056567,22
US96056568,66
US96056570,11
US96056572,196
US96056579,367
US96056580,10
US96056591,137
US96056593,1074
US96056596,10
US96056600,491
US96056605,89
US96056607,25
US96056608,96
US96056611,58
US96056612,14
US96056616,15
US96056617,208
US96056618,97
US96056619,38
US96056637,65
US96056638,10
US96056642,15
US96056643,55
US96056658,80
US96056670,56
US96056679,13
US96056682,10
US96056684,254
US96056686,358
US96056693,15
US96056694,17
US96056695,14
US96056697,10
US96056708,20
US96056714,86
US96056720,785
US96056721,261
US96056725,31
US96056728,9
US96056735,417
US96056738,72
US96056746,18
US96056747,208
US96056749,75
US96056750,10
US96056751,27
US96056771,155
US96056773,12
US96056775,129
US96056777,15
US96056793,12
US96056794,413
US96056801,60
US96056805,118
US96056806,12
US96056807,106
US96056809,39
US96056818,12
US96056819,128
US96056820,64
US96056822,25
US96056825,13
US96056829,48
US96056830,574
US96056831,195
US96056838,14
US96056854,13
US96056863,11
US96056865,20
US96056873,14
US96056885,2
US96056889,17
US96056895,32
US96056900,11
US96056902,24
US96056904,31
US96056906,238
US96056907,27
US96056908,30
US96056911,10
US96056912,28
US96056915,109
US96056917,76
US96056926,13
US96056927,12
US96056931,279
US96056935,15
US96056939,26
US96056944,80
US96056946,10
US96056948,10
US96056961,13
US96056965,141
US96056967,11
US96056972,11
US96056973,47
US96056980,112
US96056983,67
US96056987,11
US96056990,10
US96056998,62
US96056999,23
US96057012,14
US96057013,10
US96057014,435
US96057015,32
US96057016,47
US96057017,94
US96057018,10
US96057021,25
US96057024,33
US96057027,65
US96057029,96
US96057037,183
US96057046,518
US96057054,12
US96057055,179
US96057059,143
US96057075,17
US96057087,30
US96057091,10
US96057092,45
US96057093,44
US96057094,11
US96057102,228
US96057105,80
US96057109,11
US96057111,15
US96057112,10
US96057115,10
US96057125,374
US96057126,2
US96057127,39
US96057129,11
US96057134,10
US9611,60
US9615,17
US9616,197
US9618,200
US9624,445
US9629,77
US9631,192
US9635,452
US9640,8
US9642,100
US9643,696
US9644,650
US9645,234
US9646,158
US9647,28
US9651,128
US9654,52
US9656,38
US9665,3063
US9666,338
US9667,16
US9669,22
US9672,19
US9673,365
US9674,14
US9679,4
US9684,102
US9690,316
US9691,10
US9692,13
US9693,23
US9701,167
US9703,55
US9705,40
US9711,425
US9713,331
US9716,228
US9725,17
US9728,124
US9729,32
US9730,993
US9731,322
US9734,12
US9737,687
US9739,253
US9746,192
US9747,11
US9751,6634
US9754,14
US9755,359
US9759,245
US9760,208
US9763,284
US9764,32
US9769,357
US9772,657
US9773,37
US9775,183
US9777,254
US9778,37
US9779,15
US9781,45
US9783,105
US9785,181
US9787,95
US9788,433
US9790,298
US9791,312
US9793,703
US9796,127
US9797,31
US9800,11
US9811,10
US9812,111
US9817,508
US9819,41
US9825,258
US9831,62
US9833,461
US9838,58
US9839,1038
US9845,52
US9849,38
US9851,76
US9852,60
US9858,43
US9864,31
US9867,108
US9871,56
US9874,246
US9876,105
US9881,454
US9883,35
US9885,21
US9890,188
US9895,225
US9896,136
US9897,257
US9899,10
US9901,88
US9911,22
US9915,252
US9919,17
US9929,448
US9933,53
US9938,13
US9944,183
US9945,111
US9947,563
